event_time,event_id,target_table,is_hit,event_type,sub_type,type_operation,amount,policy_action,resolution_last,risk_score,rule,reason
2026-01-24 19:41:27,804480c2-b28d-4e1e-bc23-1bf6d2d26f3b,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,20943.20,,,,,
2026-01-25 08:36:10,ab807c18-6bad-4447-a203-0bd9c74d38ee,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,16490.55,deny,deny,665,DENY новый образовательный получатель и высокий риск устройства,education_payment_risk
2026-01-25 09:07:37,212b56ee-551b-49b3-a02b-e36ebccdca64,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,16176.42,,,,,
2026-01-25 09:43:19,52588789-aaa5-4891-a9b2-b974d4edff03,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,13799.83,,,,,
2026-01-25 10:02:52,cda7bf21-31be-4ae1-91ac-51718d99db2f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,31608.93,,,,,
2026-01-25 10:26:10,80b358d8-4f88-4eba-b763-97f7904cfdf6,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10223.44,,,,,
2026-01-25 10:38:34,63261c0e-5df9-40ac-8efd-1cec5fddc916,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,24276.29,,,,,
2026-01-25 12:04:16,e237c09d-fa55-4c9e-9396-31a4e9b3c09f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,44404.80,,,,,
2026-01-25 12:28:34,19aac0ca-e2fc-4ff5-84de-6745b54d7e32,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,43515.12,,,,,
2026-01-25 12:52:52,7764e0d5-2d62-46bf-99bc-e84a9e110413,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,41892.49,,,,,
2026-01-25 13:23:49,cee38fbc-ac40-4186-892b-148ed2715fcf,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,68413.12,,,,,
2026-01-25 14:30:58,9de73eeb-1ad9-4ed9-8ccc-2c0710ef246d,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,9608.24,,,,,
2026-01-25 14:54:16,a1cdd5f6-7ff8-4a4b-a11e-787a14b6ddfd,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,9706.05,,,,,
2026-01-25 15:49:31,3def6946-3019-45e5-b814-4e3e8cc5ec50,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,23208.36,,,,,
2026-01-25 16:20:58,89665f77-7c8f-40d0-b8b2-ec88d7925813,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10422.14,,,,,
2026-01-25 16:56:40,29cae39c-3ff0-411a-99fc-ee8ecd9c4a47,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10352.39,,,,,
2026-01-25 17:15:13,a32e6abd-5d64-48b1-a834-6a35324c3070,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,190887.76,deny,allow,970,DENY оплата обучения после смены устройства,education_payment_risk
2026-01-25 17:39:31,82b27fef-8a41-4343-add0-30d45cd840e5,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,44379.05,deny,allow,654,CARD_DENY крупная покупка образовательных услуг после cash-in,education_payment_regular_hit
2026-01-25 17:51:55,6d52c9da-05f9-4d2a-843a-ff8fad268bbf,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,114427.91,,,,,
2026-01-25 19:05:13,2d9e4a06-c315-47bc-9b2d-2ea6f253eff7,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,48936.55,,,,,
2026-01-25 19:17:37,4eaae11f-822a-4520-ba66-14897d79c84b,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,39841.79,,,,,
2026-01-25 19:41:55,33adb0ce-7a63-45ff-af7f-f632008f145e,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,37870.81,,,,,
2026-01-26 08:12:20,65a11261-e877-4234-85c9-96e4462a8de1,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,38269.91,deny,deny,846,DENY новый образовательный получатель и высокий риск устройства,education_payment_risk
2026-01-26 08:36:38,ef925389-3014-4508-bc8a-81b246a0d1e5,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,14896.20,,,,,
2026-01-26 09:43:47,83bcee00-db87-4ac6-8deb-509bb9b7c86b,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,83668.15,,,,,
2026-01-26 10:02:20,e8032fb6-457d-433e-b6a8-37cda9ec2d48,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,42799.81,,,,,
2026-01-26 10:14:44,42a08d27-3a41-4c85-b1be-90457e86a6d7,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,81376.86,,,,,
2026-01-26 10:38:02,55609db3-4d30-424a-aa47-6d0173f71b31,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,86426.72,,,,,
2026-01-26 12:04:44,035da3f7-de8a-48d5-92fc-25eb41102ebc,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3665.91,,,,,
2026-01-26 12:28:02,0b3af27c-0e98-47e1-8f68-e30e441bc861,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,8357.62,,,,,
2026-01-26 12:40:26,0580fc6e-6c30-4abd-bfc2-b48281093f03,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,5880.94,,,,,
2026-01-26 13:23:17,e8858830-8498-459b-9824-0cc9a1cabd6b,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,22864.23,,,,,
2026-01-26 13:59:59,4437aa6f-2390-42f6-837e-ba7255c88fa4,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,16934.12,,,,,
2026-01-26 14:30:26,c7cb9aa3-7844-4e6d-abd9-612d05a972ac,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,18293.17,,,,,
2026-01-26 15:01:23,edb3236f-9c68-4dfc-a2e0-faa448dccf6a,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,80405.92,,,,,
2026-01-26 15:25:41,6020ad34-5a7e-4b2b-af96-c836caf6657b,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,39356.78,,,,,
2026-01-26 15:49:59,ff5d1851-86f2-4a50-b31e-4ccbdadb236d,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,84729.63,,,,,
2026-01-26 17:15:41,aa5a2d18-6c69-478e-a598-395f3f7a0160,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,72086.23,deny,allow,891,CARD_DENY крупная покупка образовательных услуг после cash-in,education_payment_regular_hit
2026-01-26 17:27:05,2c598c91-2f5e-41dc-b049-18d257b8daed,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,66317.48,,,,,
2026-01-26 17:51:23,9cc98211-9f5c-4d1b-b3c5-fc98a9d84c79,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,44945.24,,,,,
2026-01-26 18:46:38,09fd9778-f678-4712-ab8e-41a09d589b13,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7981.19,,,,,
2026-01-26 19:17:05,bcdb72a5-cdab-4057-8693-90ace593f473,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,14780.21,,,,,
2026-01-26 19:53:47,17f25ce7-d5d2-4ac7-b2a9-88a248796765,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,13164.63,,,,,
2026-01-27 08:12:48,68a8c95b-c92a-40b8-8e82-1af78c31c97f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,461.78,,,,,
2026-01-27 08:24:12,0d5b1033-3ad6-4441-a94d-b9cab921f442,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2191.66,,,,,
2026-01-27 08:36:06,ce435539-2e92-4d28-9cc0-f2717d9e118d,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,174650.20,deny,deny,793,CARD_DENY крупная покупка образовательных услуг после cash-in,education_payment_regular_hit
2026-01-27 08:48:30,123e89d7-c7fc-4285-95f8-2125a44eb450,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1811.96,,,,,
2026-01-27 09:07:03,f394339b-13cb-422c-b821-51bde3663372,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,10718.54,,,,,
2026-01-27 10:14:12,f462d51f-ddf4-4b55-983d-18be5b250936,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1935.44,,,,,
2026-01-27 10:38:30,56a5f97d-dd91-4a2f-977b-9342cd8b15ae,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,8111.44,,,,,
2026-01-27 10:50:54,46ca34f8-db1e-4346-9429-994f2d53cadc,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3727.46,,,,,
2026-01-27 11:09:27,60c8ea17-d4b2-4e8d-b475-96c48f933b3c,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,110351.92,,,,,
2026-01-27 11:33:45,61258a58-8cd3-4655-9d2d-8ef4c8288f56,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,60290.25,,,,,
2026-01-27 12:40:54,b4f3d26f-6c36-46c0-bc27-899c9a41a582,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,920.28,,,,,
2026-01-27 13:35:09,428b49d0-92ff-4670-897e-a8df6bb8531f,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,6829.22,,,,,
2026-01-27 13:59:27,e1b435a7-4571-4a2b-a21e-84e7c55baee2,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,13897.18,,,,,
2026-01-27 14:06:36,0e9c5be1-0b70-420a-977b-25950af0fb8b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2797.07,,,,,
2026-01-27 15:01:51,5547282a-4d67-4883-b528-dd5fcbe20155,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,36785.24,,,,,
2026-01-27 15:25:09,babd7d00-8c16-42b7-a2a8-c5be9225cc55,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,93728.26,,,,,
2026-01-27 15:37:33,077d1024-cb5a-421d-9d04-38477f3450a6,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,63118.93,,,,,
2026-01-27 16:20:24,931dd0eb-00a7-433a-8747-73084fb941c1,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,981.08,,,,,
2026-01-27 17:27:33,29ee8081-82c6-49aa-ac36-acc808188a59,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,3015.99,,,,,
2026-01-27 17:51:51,1dc79687-5e0e-4bae-9425-256d71b11e66,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,11595.98,,,,,
2026-01-27 18:22:48,30291059-53c0-4e3a-8818-5fe1cff6953e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6563.64,,,,,
2026-01-27 18:46:06,2c8ee783-3d00-4744-98ce-b8264e6716f3,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6000.55,,,,,
2026-01-27 19:53:15,4009226a-91d9-49bd-ab01-1d9242b3223e,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,17702.50,,,,,
2026-01-28 08:24:40,e8da2881-9400-4fbf-92a8-d345b5bc01f9,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7708.69,,,,,
2026-01-28 08:48:58,ad36ed56-fb27-400a-8993-ad393d0708b8,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7139.62,,,,,
2026-01-28 09:43:13,b4d831cc-7374-4cd7-8ea8-bf8753ba19fe,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,15553.63,,,,,
2026-01-28 10:14:40,df1bf8e0-5481-400d-b107-f981c0a19b9b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,16973.14,,,,,
2026-01-28 10:50:22,42e734b9-1779-43fa-8100-221c3c360ea9,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,26850.60,,,,,
2026-01-28 11:09:55,085600bd-35a6-48c2-9a39-c62cac805b8d,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,13828.13,,,,,
2026-01-28 11:33:13,8c98960e-9b7b-4241-8c24-8eef4d1a21fd,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,203752.15,deny,allow,846,DENY оплата обучения после смены устройства,education_payment_regular_hit
2026-01-28 11:45:37,0fde59ca-f6a3-440b-8bde-06c1334234cb,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,148316.91,,,,,
2026-01-28 13:11:19,77fb6358-ba89-428e-846d-81bc852bfcdb,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,36954.07,,,,,
2026-01-28 13:35:37,48e2bdb9-9b46-432a-bfa8-d9f62e411829,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,75832.22,,,,,
2026-01-28 13:47:01,29bf68dc-d3e0-44a0-8071-f3d259ebf832,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,59500.79,,,,,
2026-01-28 13:59:55,152dba8a-5803-464c-835d-bc17b54f0b22,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,59529.68,,,,,
2026-01-28 14:30:52,f89897fe-eb17-40dc-a13c-73965c54d5f0,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7249.17,,,,,
2026-01-28 15:01:19,6f26cf0f-62da-416c-bb40-464f1d75256f,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,9969.83,,,,,
2026-01-28 15:37:01,d992acb6-782f-4a6b-bf8e-9c623fcc11fe,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,18001.11,,,,,
2026-01-28 16:32:16,a5859da1-6c06-47c7-8695-8cf410df32af,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,28769.02,,,,,
2026-01-28 16:56:34,b97c3dc3-5d20-4da1-aac7-a772b04e2e28,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,5110.75,,,,,
2026-01-28 17:03:43,45695706-9a35-4a44-b632-51b94dcf881c,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,127042.49,,,,,
2026-01-28 18:22:16,1882ae9d-9a86-48c0-9f94-d987befce94b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,40615.71,,,,,
2026-01-28 18:46:34,5778342c-03ad-4012-ac64-f7806f9f50df,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,87909.84,,,,,
2026-01-28 18:58:58,93a4e849-515b-42ef-950d-ed4df7b50cd4,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,83097.56,,,,,
2026-01-28 19:17:31,0c7c85c2-48ec-4c1e-a491-6478124c2219,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,69405.13,,,,,
2026-01-29 08:00:50,ac368711-cdb0-4f6e-a36d-e0d31eb5a39c,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,22545.19,,,,,
2026-01-29 08:24:08,222f2489-eaeb-4f23-a159-d5666a8ea6da,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,27581.83,,,,,
2026-01-29 09:19:23,3fb31998-32be-4cb2-9071-99b815b68ba7,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,154360.23,,,,,
2026-01-29 09:43:41,dc51ce9d-c38b-4f66-8dea-042e17d0bf26,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,50829.21,,,,,
2026-01-29 09:55:05,4a712d6d-89d9-4825-8991-4284896e84ba,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,58589.55,,,,,
2026-01-29 11:09:23,94ad7955-58ff-42c5-8dd2-dff7508854c7,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,104759.81,deny,allow,947,DENY оплата обучения после смены устройства,education_payment_regular_hit
2026-01-29 11:21:47,7d24c134-d175-4bac-9ad3-1e17153c3f4c,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,46467.62,,,,,
2026-01-29 11:45:05,f32d1830-1500-463c-8857-eaeed3b1a8cb,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,30132.37,,,,,
2026-01-29 12:40:20,8d08f4d3-c0f6-4fe9-bd10-630701b03ba4,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,4855.59,,,,,
2026-01-29 13:11:47,33c89f3d-5760-4f1a-99ed-c572287c4045,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,12358.10,,,,,
2026-01-29 13:47:29,773c62ca-55a8-4bce-a7cc-2af44e8c86a3,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,15760.15,,,,,
2026-01-29 14:06:02,c0cb4429-3afc-429f-a071-2e10b91d496d,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,6992.69,,,,,
2026-01-29 14:30:20,6cba518b-f37b-4c50-ad2f-17262ad4521b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,17577.22,,,,,
2026-01-29 15:37:29,a1c71795-83cf-4fe7-b2f8-39cf981b7417,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,41314.37,,,,,
2026-01-29 16:08:26,e2053d43-4a52-4ebc-b380-ca0130873021,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,36776.44,,,,,
2026-01-29 16:32:44,5a16ccc1-4539-4a6e-9573-522091facc22,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,34637.59,,,,,
2026-01-29 16:56:02,49ce6b9a-b8a1-45ad-96e7-7e00ce6d65f5,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,51026.72,,,,,
2026-01-29 18:22:44,1d4a932b-5680-4f07-9649-fbe45c7c151c,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,10667.18,,,,,
2026-01-29 18:34:08,7a1770c0-4c2d-4cb6-842d-e7987dec87ec,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,4761.33,,,,,
2026-01-29 18:58:26,f8676282-bd20-4d48-bef7-707fef78a899,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11881.06,,,,,
2026-01-29 19:53:41,e5882740-1f3f-4cb5-a67e-bafb0aaa48f8,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,22302.84,,,,,
2026-01-30 08:00:18,4e22308c-1c76-4cb9-8875-6a14d5de0fc8,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,859.64,,,,,
2026-01-30 09:19:51,f34d9bfb-53be-459e-9c13-ee64866b6891,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,4697.31,,,,,
2026-01-30 09:31:15,f0a8ced7-8b38-44d6-a24e-0d21c85a4deb,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,7276.83,,,,,
2026-01-30 09:55:33,5c66fc43-537c-49e9-a232-398a60823850,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,13218.58,,,,,
2026-01-30 10:14:06,56c7ad80-a337-4a5a-9de1-55a85000643f,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3835.47,,,,,
2026-01-30 11:21:15,f12349bd-748e-4ae2-bff5-b3fbd97aa15d,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,50906.63,,,,,
2026-01-30 11:45:33,ca123fc1-0c6b-4998-ae69-7ad7f22667b5,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,8827.16,deny,allow,936,DENY оплата обучения после смены устройства,education_payment_regular_hit
2026-01-30 11:57:57,ea068492-510b-4aaa-9fb4-bba2401bef3f,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,19683.42,,,,,
2026-01-30 12:16:30,c561802a-24c6-4d89-b3c5-b4b69ca7e9f0,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1418.93,,,,,
2026-01-30 12:40:48,c4134712-388e-4463-aa67-f75bbe369e1b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1095.19,,,,,
2026-01-30 13:47:57,e2ad7d59-ef0b-4a72-a2fe-cfe49b9b316e,uko_event,False,PAYMENT,UTILITY,UTILITY_PAYMENT,13493.07,,,,,
2026-01-30 14:06:30,aa5bb07e-8a7b-4f6a-a366-ca8c1af76077,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3479.09,,,,,
2026-01-30 14:18:54,c7cf922e-b895-4ef6-ad03-5782dce3a466,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,7447.35,,,,,
2026-01-30 14:42:12,79232c93-49cd-4d8e-b9a7-6d4246c02742,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,4623.28,,,,,
2026-01-30 16:08:54,f1f4a32a-da47-42d4-9fb2-bf907024dfa3,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1476.71,,,,,
2026-01-30 16:32:12,d2a5c9c0-5a6d-4365-a8c2-f77f7491136e,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,1955.72,,,,,
2026-01-30 16:44:36,ab47c464-ea83-48f7-ac75-813794e2e17b,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,2165.62,,,,,
2026-01-30 17:03:09,89b5ef4a-8e63-456e-a564-c8a940341523,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,25262.51,deny,allow,951,DENY нетипичная сумма оплаты курсов,education_payment_risk
2026-01-30 17:27:27,8be8a784-8406-4118-81eb-f95ae878cacf,uko_event,True,PAYMENT,EDUCATION,EDUCATION_PAYMENT,5747.34,deny,allow,667,DENY регулярные платежи образовательной платформе с высоким риском,education_payment_risk
2026-01-30 18:34:36,a5452d7c-463b-4d76-8a55-b33dc79d2a96,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,3015.94,,,,,
2026-01-30 19:29:51,0fdc55f2-8d8d-4647-843f-3e2c7dc2c90d,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,112202.92,,,,,
2026-01-30 19:53:09,1fc5eb1a-7bef-413c-a3be-b2e4cec1e677,uko_event,False,PAYMENT,RURPAYMENT,PAYMENT_SBP,118603.72,,,,,
2026-01-31 08:24:34,622020c6-d5f0-4e0a-b6e7-ada82ad4bf46,cards_event,True,PURCHASE,PURCHASE,CARD_PURCHASE,24794.76,deny,deny,746,DENY нетипичная сумма оплаты курсов,education_payment_risk
2026-01-31 09:31:43,71b052a4-0b58-454e-aae2-64e2b71be284,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,19617.92,,,,,
2026-01-31 09:55:01,82cd1dfb-e0aa-463f-bb80-bb1a820b6ed1,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,21925.50,,,,,
2026-01-31 10:26:58,0195e1f6-aa0a-41fc-b50f-82fc18c65dca,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,15332.29,,,,,
2026-01-31 10:50:16,e8565a13-fede-4d20-9c2f-108c76929d28,cards_event,False,PURCHASE,PURCHASE,CARD_PURCHASE,11831.53,,,,,
2026-01-31 11:57:25,0cb161ad-fd4c-45a2-90c7-95268c186de6,uko_event,False,PAYMENT,EDUCATION,EDUCATION_PAYMENT,143095.03,,,,,
